Card ID,Name,Game,Render Type,Card Size,Cycle,Found In,Acquisition,Flavor,Slot,Transforms Into,Traits,Attack Dice,Precision,Power,Defensive Statistics,Backside text,Asterisk Effect,AB for Parsing,Ability Box Literal,Secrets,FAQ,Errata
"CJ1450, CJ1451",Sun Guard,Odyssey,Gear,Mini American,Cycle III,,Crafting,For the Sun is capricious and merciless,Support,,"Augment, Argotech, Divine",,,,,,,"<Reaction> $Fate $Exhaust {Advanced Reflex}. $Fate $Exhaust Discard 1 Bleeding token. %Danger 8+% $Fate $Discard When you are about to die from incineration, draw an Obol instead",,,,
"CJ1452, CJ1453",Glacial Fabric,Odyssey,Gear,Mini American,Cycle III,,Crafting,Its volume is hidden in the folds,Support,,"Paradox, Augment, Argotech, Primordial, Cloth, Flammable",,,,,,,{Bypass}. $Fate $Exhaust {Glaciate} an adjacent space. %Danger 6+/Fate 6+% You may use this card's ability as a <Reaction>,,,,
"CJ1454, CJ1455",Timeline Synchronizer,Odyssey,Gear,Mini American,Cycle III,,Crafting,"What the Oracle shatters, you will piece together",Support,,"Paradox, Augment, Argotech, Atemporal",,,,,,,$Fate $Exhaust Move the top card from the BP discard to the top of the BP deck. %Danger 7+/Fate 7+% $Discard $Fate $Fate Move the top card from the AI discard to the top of the AI deck,,,,
"CJ1456, CJ1457",Parallel Anchor,Odyssey,Gear,Mini American,Cycle III,,Crafting,"What is a time anchor, but kinship with another?",Support,,"Paradox, Augment, Argotech, Atemporal",,,,,,,$Fate $Exhaust Reestablish your Time Anchor. You may use this ability as a free action or at the end of your turn. %Danger 7+/Fate 7+% You may use this card's ability as @Reaction,,,,
"CJ1458, CJ1459",Icelixir,Odyssey,Gear,Mini American,Cycle III,,Crafting,Soothing... and cauterizing,Support,,"Potion, Mythical",,,,,,,$Fate $Exhaust Discard up to 2 Bleeding tokens from yourself or an adjacent Titan. %Danger 5+% $Fate $Discard Discard the [Bleeding|CL1283] Condition card and all Bleeding tokens,,,,
"CJ1460, CJ1461",Spike Breakers,Odyssey,Gear,Mini American,Cycle III,,Crafting,Dozens of downward facing spears make traversing slippery terrain manageable,Support,,"Sandals, Leather, Argotech, Iron, Metal",,,,,,,{Pull Reduction 2}. Ignore {Slippery} Terrain movement restrictions. Gain {Rocksteady} on Slippery Terrain. %Danger 7+% {Pull Reduction 1},,,,
"CJ1462, CJ1463",Regression Agent,Odyssey,Gear,Mini American,Cycle III,,Crafting,Its temporal properties revert any biological changes,Support,,"Ambrosia, Potion, Argotech, Atemporal",,,,2 Energy,,,$Fate $Energy $Exhaust Move a Rapid Adaptation token 1 space to the left or right on the [Icarian Adaptaion Board|CX1697],,,,
"CJ1464, CJ1465",Black Ice Kothornos,Odyssey,Gear,Mini American,Cycle III,,Crafting,"If you wanna ride, ride in style",Support,,"Sandals, Ambrosia, Leather",,,,,,,"Ignore {Slippery} Terrain movement restrictions. Gain {Reposition 2} on Slippery Terrain. <Reaction> $Fate $Exhaust {Reflex}. $Fate $Exhaust For the purpose of voluntary movement, treat a Slippery Terrain tile as 1 space. %Danger 7+% You may use this card's ability as @Reaction",,,,
"CJ1466, CJ1467",Iceblock Armor,Odyssey,Gear,Mini American,Cycle III,,Crafting,Frozen ambrosia continues to exhibit strong AT-field capabilities,Armor,,"Ambrosia, Ice, Argotech",,,,2 Red. 1 Laser,,,"{Stalwart}. If you have exactly 1 Bleeding token, ignore the [Bleeding|CL1283] condition. %Danger 5+% $Discard Discard 2 Bleeding tokens",,,,
"CJ1468, CJ1469",Polished Ice Shield,Odyssey,Gear,Mini American,Cycle III,,Crafting,Even light abides,1 Hand,,"Shield, Ambrosia, Ice, Argotech",2,+1,1 Black. +1 Power,1 Laser,,,{Pull Reduction 2}. $Fate $Fate $Exhaust {Block 1}. %Danger 7+% $Discard {Glaciate} an adjacent space,,,,
"CJ1470, CJ1471",Ignition Spear,Odyssey,Gear,Mini American,Cycle III,,Crafting,Advances made during the Nietzschean War pay dividends,2 Hands,,"Spear, Argotech, Iron, Metal, Fire",1,+1,2 Black. +1 Power,1 Energy,,,"{Reach 2}. {Fire 2}. {Opening 1}. {Assist 2}. {Clutch}. $Fate $Energy When you are about to attack, gain +1 @RedPowerDie. %Danger 7+% {Opening 1}",,,,
"CJ1472, CJ1473",Hammer-Sword,Odyssey,Gear,Mini American,Cycle III,,Crafting,,2 Hands,Hidden Xiphos,"Hammer, Argotech, Iron, Metal, Stone",1,+3,"1 Black, 1 White",,,,{Break 3}. {Wound Trick}. {Succor}. $Fate {Transform}. {Cumbersome}. %Danger 7+% <Wound> {BP Suppress},,,,
"CJ1472, CJ1473",Hidden Xiphos,Odyssey,Gear,Mini American,Cycle III,,Crafting,,1 Hand,Hammer-Sword,"Sword, Argotech, Iron, Metal",1,+4,3 Red. +1 Power,,,,{Opening 2}. {Power Re-roll 1}. {Fail Trick}. {Assist 2}. {Reposition 1}. $Fate Transform}. %Danger 8+% {Clutch},,,,
"CJ1474, CJ1475",Barbed Saw,Odyssey,Gear,Mini American,Cycle III,,Crafting,,1 Hand,Barbed Blade,"Axe, Argotech, Iron, Metal",2,+2,1 Black. +1 Red,,,,{Opening 1}. {Break 1}. {Black 1}. {Wound Trick}. {Reposition 1}. $Fate {Transform}. %Bleeding 3+% {Break 1}. {Black 1}. %Danger 6+% {Succor},,,,
"CJ1474, CJ1475",Barbed Blade,Odyssey,Gear,Mini American,Cycle III,,Crafting,,2 Hands,Barbed Saw,"Blade, Argotech, Iron, Metal",1,+1,"2 Red, 2 Black",,,,{Reach 2}. {Break 2}. {Black 1}. {Fail Trick}. {Commit}. $Fate {Transform}. {Cumbersome}. %Danger 7+% {Rouse 1},,,,
CJ1476,Scaling Gear Prototype,Odyssey,Gear,Mini American,Cycle III,,Crafting,They're calling it the Heuristic Rapid Mobility System,Support,,"Hermes, Argotech, Rope, Hook",,,,2 Energy,,,Unique. $Fate $Exhaust {Vault}. $Energy $Fate $Exhaust {Scale}. %Danger 6+% $Discard {Lifeline},,,,
CJ1477,Homeric Engine,Odyssey,Gear,Mini American,Cycle III,,Crafting,An epic unto itself,Support,,"Argotech, Tenet, Augment",,,,,,,"Unique. Ascended. {Reposition 1}. When you are about to gain any @Fate as an ability cost, you may gain +1 @Danger instead of +1 @Fate (once per Round). %Fate 7+% Twice per Round instead",,,,
CJ1478,Agathos Agitator,Odyssey,Gear,Mini American,Cycle III,,Crafting,To live is to fight,Support,,"Argotech, Tenet, Augment",,,,,,,"Unique. Ascended. {Reposition 1}. When you attack for the first time each Round, lose -1 @Fate. At the end of the TItan Round, if you didn't attack this Round, gain +2 @Fate. %Danger 6+% <Crit Chance> {Break 1}",,,,
CJ1479,Kakos Implant,Odyssey,Gear,Mini American,Cycle III,,Crafting,To run is to live,Support,,"Argotech, Tenet, Augment",,,,,,,"Unique. Ascended. {Motivate 1}. At the end of the Titan Round, if you didn't attack this Round, lose -1 @Fate. %Danger 4+% <Crit Evade> Lose -2 @Fate",,,,
CJ1480,Aristeia Inducer,Odyssey,Gear,Mini American,Cycle III,,Crafting,An epic aeons in the making,Support,,"Argotech, Tenet, Augment",,,,,,,"Unique. Ascended. Each time you survive an Obol, place 1 generic token on this card. Next time you perform an Awakening roll, add +X to your roll, where X is the number of tokens on this card. Then, discard all tokens on this card. %Rage 7+% Immediately place 2 tokens on this card",,,,
CJ1481,Lightsword,Odyssey,Gear,Mini American,Cycle III,,Crafting,To bring Helios's light,1 Hand,,"Sword, Fire, Hyperborean, Divine, Metal",1,+4,3 Black,2 Energy,,,Unique. {Fire 2}. {Black 2}. {Auto-black 1}. {Reposition 2}. {Commit} (@Fate @Energy). $Fate $Exhaust Discard 2 Bleeding tokens. <Crit Miss> Gain +3 @Danger. *Witness:* You are never considered to be on a shaded space,,,,
CJ1482,Erratic Insignator,Odyssey,Gear,Mini American,Cycle III,,Crafting,To smite the heathens,1 Hand,,"Whip, Fire, Hyperborean, Divine, Metal",2,+3,2 Red,3 Energy,,,Unique. {Reposition 2}. {Reach 2}. {Fire 1}. {Opening 2}. {Spotlight}. {Commit} (@Fate @Energy). $Fate {Provoke},,,,
CJ1483,Arc Light Thrower,Odyssey,Gear,Mini American,Cycle III,,Crafting,To bring Helios's peace,2 Hands,,"Lightningthrower, Fire, Hyperborean, Divine, Metal",4,+0,1 Red. +1 Power. Full Hit +1 Red,3 Energy,,,Unique. {Ranged 2-3}. {Fire 1}. {Opening 3}. {Spiral 1}. {Cumbersome}. Ignore the {Rapid Adaptation} Trait. {Commit} (@Fate @Energy). <Crit Miss> Gain +2 @Danger,,,,
CJ1484,Sunlight Gun,Odyssey,Gear,Mini American,Cycle III,,Crafting,To burn the sins away,2 Hands,,"Bow, Pistol, Fire, Hyperborean, Divine, Metal",2,+3,1 Black. +1 Black,3 Energy,,,Unique. {Ranged 3-5}. {Fire 3}. {Black 1}. {Auto-black 1}. {Reposition 1}. {Cumbersome}. {Commit} (@Fate @Energy). $Fate $Exhaust Discard 1 Bleeding token. *Witness:* You are never considered to be on a shaded space,,,,
CJ1485,Believer Vestment,Odyssey,Gear,Mini American,Cycle III,,Crafting,Kneel before your true god,Armor,,"Cloth, Hyperborean, Divine, Metal",,,,2 Red. 2 Reroll,,,"Unique. {Fate Armor}. You have 1 additional @Support slot. *Witness:* You are never considered to be on a shaded space. <Crit Evade Fail> {Knockdown}. *Kneel:* During your turn, as a free action, you may voluntarily suffer Knockdown",,,,
CJ1486,Probability Blade,Odyssey,Gear,Mini American,Cycle III,,Crafting,One in a million,3 Hands,,"Blade, Paradox, Atemporal, Hyperborean, Hephaestum, Apostasis",1,+X,2 White,,,X is equal to your @Paradox,"Unique. {Spiral 1}. {Hope 2}. {Opening 2}. {Clutch}. {Commit}. %Danger 7+% $Fate $Fate Before you reveal the BP card, decide if you will ignore Fail or Wound Responses",,,,
CJ1487,Shade Mace,Odyssey,Gear,Mini American,Cycle III,,Crafting,"For the Sun is not to be praised, but conquered",2 Hands,,"Club, Hyperborean, Hephaestum, Apostasis",3,+2,1 Black,,,,Unique. {Spiral 3}. {Hope 1}. {Break 3}. {Auto-break 1}. {Assist 2}. {Reposition 1}. %Rage 6+% <Wound> {BP Suppress},,,,
CJ1488,Shade Armor,Odyssey,Gear,Mini American,Cycle III,,Crafting,We are born in darkness,Armor,,"Hyperborean, Hephaestum, Apostasis",,,,1 White,,,Unique. {Inspire 1}. {Rocksteady}. $Fate $Discard {Shaded}. %Danger 6+% $Fate {Reinforce 1},,,,
CJ1490,Exiles Garb,Odyssey,Gear,Mini American,Cycle III,,Crafting,"We live in the Sun, but we thrive in the Shadow",Armor,,"Cloth, Hyperborean, Apostasis",,,,2 Reroll. +1 Evasion,,,Unique. {Inspire 1}. {Tumble}. {Vault}. {Reposition 2}. %Danger 5+% $Fate $Exhaust {Block 1},,,,
CJ1491,Shade Shield,Odyssey,Gear,Mini American,Cycle III,,Crafting,"For the Sun is not to be embraced, but shielded against",1 Hand,,"Shield, Hyperborean, Hephaestus, Apostasis",1,+0,"1 Black, 1 White. +1 Power",1 Laser,,,"Unqiue. {Inspire 1}. {Spiral 1}. {Hope 2}. {Opening 2}. {Reposition 1}. {Succor}. $Fate $Exhaust {Block 1}. $Fate $Discard {Shaded}.  %Rage 6+% If you attack from a shaded space, you have +1 @Power",,,,
"CJ1492, CJ1493",Oracowl,Odyssey,Gear,Mini American,Cycle III,,Crafting,May it safeguard you against all the dead ends of time,Armor,,"Cloak, Skin, Primordial, Atemporal",,,,2 Red,,,"{Fate Armor}. $Fate $Exhaust Reestablish your Time Anchor. You may use this ability as a free action or at the end of your turn. If you are on your Time Anchor, this card has +1 @RedArmorDie. %Danger 6+% You may use this card's ability as @Reaction",,,,
"CJ1494, CJ1495",Feather Shield,Odyssey,Gear,Mini American,Cycle III,,Crafting,"Light, sturdy, and paradoxical",1 Hand,,"Shield, Feathers, Primordial, Atemporal",4,+2,1 Red. +1 Power,2 Reroll,,,"{Opening 2}. {Hope 1}. {Reposition 2}. $Fate $Exhaust {Block 1}. +1 @Evasion on your Time Anchor. %Danger 4+% <Crit Evade> After resolving this Primordial Attack, you may move up to 5 spaces",,,,
"CJ1496, CJ1497",Time's Arrow,Odyssey,Gear,Mini American,Cycle III,,Crafting,Time flies in circles,Attachment,,"Bow, Arrows, Argotech, Atemporal, Paradox",,,,,,,"Attach to a Ranged Weapon. When you attack with that Weapon while on a Time Anchor, gain {Opening 1}, {break 1}, {Hope 1}. %Fate 7+% You can use your @MovementAction to move your Time Anchor instead of your Titan",,,,
"CJ1498, CJ1499",Echo Eaters,Odyssey,Gear,Mini American,Cycle III,,Crafting,For when simple death is not enough,2 Hands,,"Knife, Paradox, Primordial, Bone",5,+2,1 Red,,,"When you attack with this Weapon while on a Time Anchor, you may consume it to gain +1 @d10","{Opening X} and {Reposition X}, where X is the number of @d10 you hit with. {Commit}. %Danger 7+% {Spiral 2}. {Assist 1}",,,,
"CJ1500, CJ1501",Beholder Fists,Odyssey,Gear,Mini American,Cycle III,,Crafting,They have seen all the possible outcomes,2 Hands,,"Cestus, Atemporal, Primordial, Flesh",2,+X,1 Black. +1 Power,,,"X is equal to your @Fate, up to 6","{Opening 2}. {Black 2}. {Spiral 2}. When you attack with this Weapon while on a Time Anchor, gain +1 @Power, {Pushback 1}. <Crit Miss> Gain +1 @Fate. %Danger 8+% {Succor}",,,,
CJ1502,Eye of the Watcher,Odyssey,Gear,Mini American,Cycle III,Secret Deck 08,Crit Loot,"And for a moment you saw your Enemy, ever so radiant",Support,,"Paradox, Atemporal, Primordial, Flesh",,,,,,,"Unique. {Inspire 1}. {Motivate 2}. {Motivate 1}. If your Total Power is higher than the @AT by at least the number of Time Anchors on the Board, reestablish any Time Anchor on your space. %Fate 6+% $Danger $Discard {Second Chance}",,,,
CJ1503,Paradox,Odyssey,Gear,Mini American,Cycle III,Secret Deck 08,Crit Loot,Dare to dream the impossible dream,1 Hand,,"Paradox, Atemporal, Primordial, Flesh, Argotech, Iron, Metal",2,+1,1 Black. +1 Red. +1 Power,,,,Unique. {Auto-break 1}. {Break 2}. {Reposition 1}. {Cumbersome}. {Commit}. <Full Miss> Place 2 Break and/or Opening tokens in the Kratos Pool. %Danger 9+% {Assist 1},,,,
CJ1504,Paradont,Odyssey,Gear,Mini American,Cycle III,,Crafting,Dare to trespass the unfathomable aeons,2 Hands,,"Paradox, Atemporal, Primordial, Flesh, Argotech, Iron, Metal",2,+1,1 Black. +1 Black. +1 Power,,,,Unique. {Auto-break 1}. {Black 2}. {Reposition 2}. {Cumbersome}. {Commit}. <Full Miss> Place 2 Black and/or Opening tokens in the Kratos Pool. %Danger 8+% {Clutch},,,,
CJ1505,Skyfall,Odyssey,Gear,Mini American,Cycle III,,Crafting,And bring down the heavens!,3 Hands,,"Paradox, Atemporal, Primordial, Flesh, Argotech, Iron, Metal",2,+1,1 Black. +1 White. +1 Power,,,,Unique. {Auto-break 1}. {Hope 2}. {Reposition 3}. {Cumbersome}. {Commit}. <Full Miss> Place 2 Hope and/or Opening tokens in the Kratos Pool. %Danger 7+% {Succor},,,,
"CJ1506, CJ1507",Exobone Armor,Odyssey,Gear,Mini American,Cycle III,,Crafting,"It is grafted, not worn",Armor,,"Primordial, Atemporal, Bone",,,,2 Black,,,{Fate Armor}. $Fate *Stem:* {Stanch} (@Bleeding). %Danger 8+% {Rocksteady},,,,
"CJ1508, CJ1509",Feather Linothorax,Odyssey,Gear,Mini American,Cycle III,,Crafting,It's almost alive,Armor,,"Feathers, Primordial, Atemporal",,,,+1 Evasion,,,{Pull Reduction 2}. {Reposition 1}. <Reaction> $Fate $Exhaust {Advanced Reflex}. %Danger 6+% {Bypass},,,,
"CJ1510, CJ1511",Spiral Whip,Odyssey,Gear,Mini American,Cycle III,,Crafting,,1 Hand,Spiral Buckler,"Whip, Primordial, Atemporal, Alive, Paradox",2,+1,2 Red. +1 Red. Danger 6+ +1 Power,,,,{Reach 2}. {Pull 3}. {Opening 2}. {Black 1}. {Spiral 2}. {Fail Trick}. $Fate {Transform}. {Commit}. %Danger 7+% {Spotlight},,,,
"CJ1510, CJ1511",Spiral Buckler,Odyssey,Gear,Mini American,Cycle III,,Crafting,,1 Hand,Spiral Whip,"Shield, Primordial, Atemporal, Alive, Paradox",3,+3,1 Red. +1 Red. Danger 6+ +1 Power,,,,{Break 2}. {Spiral 3}. {Trauma Trick}. {Reposition 2}. $Fate {Transform}. $Fate $Exhaust {Block 1}. %Danger 7+% <Crit Evade> You may immediately Transform and perform a *Bonus Attack!*,,,,
"CJ1512, CJ1513",Spiral Mace,Odyssey,Gear,Mini American,Cycle III,,Crafting,,2 Hands,Spiral Spear,"Club, Primordial, Atemporal, Alive, Paradox",1,+2,"1 Red, 1 Black, 1 White",,,,{Break 2}. {Black 1}. {Spiral 1}. {Daze}. {Pushback 2}. {Cumbersome}. {Wound Trick}. $Fate {Transform} %Danger 5+% $Fate {Quantum},,,,
"CJ1512, CJ1513",Spiral Spear,Odyssey,Gear,Mini American,Cycle III,,Crafting,,2 Hands,Spiral Mace,"Spear, Primordial, Atemporal, Alive, Paradox",3,+3,1 Red. +2 Power,,,,{Opening 3}. {Spiral 3}. {Reach 2}. {Reposition 2}. {Succor}. {Trauma Trick}. $Fate {Transform}. %Danger 6+% $Fate $Exhaust {Precise},,,,
"CJ1514, CJ1515",Descender,Odyssey,Gear,Mini American,Cycle III,,Crafting,,3 Hands,Devolver,"Slabsword, Axe, Argotech, Stone, Iron, Metal",4,+1,1 Red. +1 Power. Danger 6+ +1 Power,,,,{Clutch}. {Deadly}. {Pushback 2}. {Trauma Trick}. $Fate {Transform}. %Fate 6+% $Fate {Quantum},,,,
"CJ1514, CJ1515",Devolver,Odyssey,Gear,Mini American,Cycle III,,Crafting,,2 Hands,Descender,"Bow, Pistol, Argotech, Iron, Stone, Metal",1,+1,"2 Red, 2 Black. Danger 7+ +1 Power",,,,"$Fate {Transform}. {Break 3}. {Ranged 2-3}. {Reposition 2}. {Assist 1}. {Wound Trick}. {Cumbersome}. If you can't wield @ThreeHanded Weapons, {Commit}",,,,
CJ1516,Right Talon of Doom,Odyssey,Gear,Mini American,Cycle III,Secret Deck 08,Crit Loot,,2 Hands,Icarian Katar,"Cestus, Primordial",1,+2,2 Black. +1 Power,,,,Unique. {Opening 2}. {Pushback 2}. {Assist 1}. {Wound Trick}. %Bleeding 2+% $Fate {Quantum}. %Bleeding 3+% +1 @Power,,,,
CJ1516,Icarian Katar,Odyssey,Gear,Mini American,Cycle III,Secret Deck 08,Crit Loot,,2 Hands,Right Talon of Doom,"Knife, Primordial",3,+0,1 Black,,,,Unique. {Reposition 2}. {Wound Trick}. {Commit} (@Fate @Fate). %Bleeding 2+% {Spiral 3}. %Bleeding 3+% {Break 2},,,,
CJ1517,Spherecast,Odyssey,Gear,Mini American,Cycle III,Secret Deck 08,Crit Loot,,2 Hands,Searing Pillar,"Discus, Fire, Primordial",1,+1,4 Red,,,,"Unqiue. {Ranged 2-4}. {Fire 3}. {Reposition 1}. {Fail Trick}. {Cumbersome}. {Commit}. $Fate $Exhaust Discard 2 Bleeding tokens. %Rage 5+% For purposes of Rapid Adaptation, this weapon can have any Weapon Trait",,,,
CJ1517,Searing Pillar,Odyssey,Gear,Mini American,Cycle III,Secret Deck 08,Crit Loot,,2 Hands,Spherecast,"Slabsword, Fire, Primordial",4,+1,1+ Hits 1 White. 4+ Hits +1 White,,,,Unique. {Pushback 2}. {Fire 2}. {Inspire 1}. {Fail Trick}. {Commit}. <Full Miss> Place 2 Fire tokens in the Kratos Pool,,,,
CJ1518,Sunreach,Odyssey,Gear,Mini American,Cycle III,,Crafting,"""And I hear sounds, the sounds of billions of people calling your name."" ""My followers?"" ""Your victims.""",3 Hands,,"Fire, Knife, Cestus, Mace, Slabsword, Primordial, Sun, Divine",4,+1,1+ Hits 1 White. 3+ Hits +1 White. +1 Red,,,,"Unique. {Reach 2}. {Fire 1}. {Hope 1}. {Opening 3}. {Black 1}. {Reposition 1}. <Full Miss> Place 2 Hope tokens in the Kratos Pool. For purposes of the _Rapid Adaptation_ Trait, this Weapon can have any Weapon Trait",,,,
"CJ1519, CJ1520",Enigma Of Transformation,Odyssey,Gear,Mini American,Cycle III,,"Crafting, Crit Loot","What is evolution, but a blind game of chance?",Support,,"Flesh, Paradox, Primordial, Divine",,,,,,,"{Inspire 1}. $Fate $Exhaust When you are about to Attack, change up to 4 Break tokens in the Kratos Pool into Opening tokens or vice versa. $Fate {Quantum}. %Fate 6+% $Discard Choose a Titan. That Titan arrives from Time-clocked",,,,
"CJ1521, CJ1522",Horseskull Pauldron,Odyssey,Gear,Mini American,Cycle III,,Crafting,You almost feel the presence of..,Armor,,"Bone, Primordial, Divine, Paradox",,,,2 Black,,,{Fate Armor}. You have 1 additional @Support slot for a @Gear with the _Paradox_ Trait. $Fate $Discard {Second Chance}. $Fate $Exhaust Reestablish your Time Anchor. You may use this ability as a free action or at the end of your turn. %Fate 9+% $Discard Lose -3 @Fate,,,,
"CJ1523, CJ1524",Extinction Cestus,Odyssey,Gear,Mini American,Cycle III,,Crafting,Cancel the Apocalypse,2 Hands,,"Cestus, Paradox, Bone, Flesh, Primordial",2,+3,1 White,,,,{Opening 2}. {Hope 2}. {Assist 2}. {Reposition 1}. $Fate $Fate $Exhaust {Block 1}. %Danger 5+% {Clutch},,,,
"CJ1525, CJ1526",Black Ice Sword,Odyssey,Gear,Mini American,Cycle III,,Crafting,It exudes an almost divine cold,3 Hands,,"Sword, Ambrosia, Ice, Iron, Metal",1,+1,2 White. +1 Power,,,,{Clutch}. {Spiral 1}. {Black 3}. {Auto-black 1}. {Cumbersome}. {Commit}. <Full Miss> Place 2 Black tokens in the Kratos Pool. %Danger 9+% <Reaction> $Discard {Glaciate} an adjacent space,,,,
CJ1527,Icarus Lot,Odyssey,Gear,Mini American,Cycle III,Secret Deck 08,Crit Loot,"It is not the Fall that defines us, but the Rise",Support,,"Feathers, Primordial, Argotech",,,,,,,"Unique. $Fate $Exhaust {Scale}. $Fate $Exhaust When you fail the Hold on test, instead of suffering the Falling Down effect, move 2 spaces. $Discard {Lifeline}",,,,
CJ1528,Icarus's Fall,Odyssey,Gear,Mini American,Cycle III,Secret Deck 08,Crit Loot,"Destined to fall, not by Moirai verdict, but by his Father's obsession",3 Hands,,"Slabsword, Feathers, Hephaestum, Mythic",1,+4,3 Black,,,,Unique. {Fire 4}. {Cumbersome}. {Commit}. <Crit Miss> Gain +2 @Danger,,,,
CJ1529,Daedalus's Flight,Odyssey,Gear,Mini American,Cycle III,,Crafting,"If the Son falters, the Father can soar",3 Hands,,"Slabsword, Feathers, Hephaestum, Divine",1,+4,"2 Black, 1 White",,,,Unique. {Hope 4}. {Cumbersome}. {Commit},,,,
CJ1530,Future Cryptex,Odyssey,Gear,Mini American,Cycle III,Secret Deck 08,Story,Who made this? When?,Attachment,,"Argotech, Augment, Cryptex, Paradox",,,,,,,Unique. Titan Attachment. {Restricted} (_Cryptex_). {Frontlines}. +2 Precision. $Fate {Full Sync}. <Crit Miss> {Time-clocked},,,,
